article_title,article_summary,article_url,date_published
Montana Man Sentenced for Federal Hate and Firearms Crimes for Shooting Intended to Kill and Rid Town of LGBTQI+ Residents,A Montana man was sentenced by Chief U.S. District Judge Brian M. Morris to 18 years in prison followed by five years of supervised release for shooting into a residence and attempting to shoot others with the intent of ridding a town of LGBTQI+ residents.,https://www.justice.gov//opa/pr/montana-man-sentenced-federal-hate-and-firearms-crimes-shooting-intended-kill-and-rid-town,2023-06-14
U.S. Army Soldier Pleads Guilty to Terrorism Charges for Attempting to Help ISIS Conduct Deadly Ambush on U.S. Troops,An Ohio man today pleaded guilty to attempting to provide material support to a designated foreign terrorist organization and attempting to murder U.S. military service members based on his efforts to assist the Islamic State of Iraq and al-Sham (ISIS) to attack and kill U.S. soldiers in the Middle East.,https://www.justice.gov//opa/pr/us-army-soldier-pleads-guilty-terrorism-charges-attempting-help-isis-conduct-deadly-ambush-us,2023-06-14
FACT SHEET: Update on Justice Department ’s Ongoing Efforts to Tackle Gun Violence,"On June 14, 2023, Attorney General Merrick B. Garland and Deputy Attorney General Lisa O. Monaco convened a meeting with the Criminal Division, FBI, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF), Drug Enforcement Administration (DEA), U.S. Marshals Service, and all 93 U.S. Attorneys to discuss ongoing efforts to reduce violent crime and combat the gun violence that fuels it. These efforts include implementing the landmark Bipartisan Safer Communities Act (BSCA) passed by Congress and signed by the President last June; addressing the proliferation of untraceable and unlawful “ghost",https://www.justice.gov//opa/pr/fact-sheet-update-justice-department-s-ongoing-efforts-tackle-gun-violence,2023-06-14
Man Pleads Guilty to Running Child Sexual Abuse Website,,https://www.justice.gov//opa/pr/man-pleads-guilty-running-child-sexual-abuse-website,2023-06-13
Justice Department Secures Agreement with Staffing Company to Resolve Immigration-Related Discrimination Claims,,https://www.justice.gov//opa/pr/justice-department-secures-agreement-staffing-company-resolve-immigration-related,2023-06-13
Kevin M. Epstein to Serve as the U.S. Trustee for the Northern and Eastern Districts of Texas for Interim Period,"Kevin M. Epstein, the U.S. Trustee for the Southern and Western Districts of Texas (Region 7), has been designated by Attorney General Merrick B. Garland to serve for an interim period as the U.S. Trustee for the Northern and Eastern Districts of Texas (Region 6) effective July 1, the Executive Office for U.S. Trustees announced today. Epstein replaces William T. Neary, who is retiring after a distinguished 40-year career with the U.S. Trustee Program (USTP).  Under 28 U.S.C. § 585(b), the Attorney General may fill U.S. Trustee vacancies by designating an incumbent U.S. Trustee to serve in a",https://www.justice.gov//opa/pr/kevin-m-epstein-serve-us-trustee-northern-and-eastern-districts-texas-interim-period,2023-06-13
"Property Management Company to Pay Nearly $75,000 to Resolve Servicemembers Civil Relief Act Claims","The Justice Department today announced that FPI Management Inc. (FPI) has agreed to pay $74,087 to resolve allegations that it violated the Servicemembers Civil Relief Act (SCRA) by imposing unlawful charges on nine servicemembers who were exercising their right to terminate their apartment leases after receiving military orders to relocate.",https://www.justice.gov//opa/pr/property-management-company-pay-nearly-75000-resolve-servicemembers-civil-relief-act-claims,2023-06-13
Oregon Man Pleads Guilty to Conspiring to Provide Material Support to ISIS,An Oregon man pleaded guilty in federal court today for conspiring to provide material support to the Islamic State of Iraq and al-Sham (ISIS) by producing and distributing propaganda and recruiting materials online in coordination with ISIS members overseas.,https://www.justice.gov//opa/pr/oregon-man-pleads-guilty-conspiring-provide-material-support-isis,2023-06-13
Construction Firm CFO Pleads Guilty to Employment Tax Crime,The Chief Financial Officer (CFO) of a Mississippi company pleaded guilty today to willfully failing to report and pay over employment taxes withheld from employees’ paychecks.,https://www.justice.gov//opa/pr/construction-firm-cfo-pleads-guilty-employment-tax-crime,2023-06-13
Microsoft Agrees to Pay $20 Million Civil Penalty for Alleged Violations of Children’s Privacy Laws,"The Justice Department, together with the Federal Trade Commission (FTC), announced today that the United States has resolved a case against Microsoft Corp. regarding its practices for collecting and retaining personal information from children who use Microsoft’s Xbox Live service.",https://www.justice.gov//opa/pr/microsoft-agrees-pay-20-million-civil-penalty-alleged-violations-children-s-privacy-laws,2023-06-12
Justice Department Secures Consent Decree in Louisiana School Desegregation Case,"The Justice Department announced today that it has secured an agreement to desegregate student enrollment and expand academic opportunities for students in the St. Martin Parish, Louisiana, public schools. The consent order was approved by U.S. District Court Judge Elizabeth Erny Foote of the Western District of Louisiana as part of a longstanding desegregation case.",https://www.justice.gov//opa/pr/justice-department-secures-consent-decree-louisiana-school-desegregation-case,2023-06-12
Readout of Associate Attorney General Vanita Gupta's Trip to Chicago,"On Thursday, June 8 and Friday, June 9, Associate Attorney General Vanita Gupta traveled to Chicago. During her visit, she met with community members and local leaders to hear about critical issues in the Chicago area and discuss the department’s efforts to fight gun violence and violent crime through thoughtful work on policing, a focus on building trust between police and the communities they serve, and empowering communities to be co-producers of public safety. She was joined throughout the trip by Assistant Attorney General for the Office of Justice Programs (OJP) Amy Solomon.",https://www.justice.gov//opa/pr/readout-associate-attorney-general-vanita-guptas-trip-chicago,2023-06-12
Readout of the First SAFER Team Visit to FCI Tallahassee,"On Friday, June 9, Principal Associate Deputy Attorney General (PADAG) Marshall Miller led a Sexual Abuse Facility Enhancement and Review (SAFER) team, comprised of representatives of multiple components of the Justice Department, in a visit and review at Federal Correctional Institution (FCI) Tallahassee. This is the first in a series of SAFER visits to women’s facilities throughout the Federal Bureau of Prisons (BOP). The Deputy Attorney General launched the SAFER team project to visit women’s facilities in each of BOP’s six regions and engage with leadership, staff, and women in custody at",https://www.justice.gov//opa/pr/readout-first-safer-team-visit-fci-tallahassee,2023-06-12
"Justice Department Secures Settlement with Dayton, Ohio, Police Department to Ensure Non-Discriminatory Treatment of People with Disabilities","The Justice Department announced today that it entered into a settlement agreement with the City of Dayton, Ohio, and the Dayton Police Department (DPD) under Title II of the Americans with Disabilities Act (ADA) to resolve allegations that DPD discriminated against a driver during a traffic stop.",https://www.justice.gov//opa/pr/justice-department-secures-settlement-dayton-ohio-police-department-ensure-non-discriminatory,2023-06-12
Justice Department Secures Agreement to Remedy Racial Harassment of Black and Multi-Racial Students in Kentucky School District,The Justice Department today announced a settlement agreement with Madison County Schools in Kentucky to resolve its investigation into complaints of serious and widespread racial harassment of Black and multi-racial students. The department opened its investigation in October 2021 under Title IV of the Civil Rights Act of 1964.,https://www.justice.gov//opa/pr/justice-department-secures-agreement-remedy-racial-harassment-black-and-multi-racial-students,2023-06-12
Chief Engineer Convicted for Obstruction of Justice and Oil Record Book Offenses; Operating Company Pleads Guilty for Oil Record Book Offense,"On June 9, vessel Chief Engineer Denys Korotkiy was convicted of conspiracy to obstruct justice, obstruction of justice, and failure to maintain an accurate oil record book for the vessel Donald in San Diego, California, following a five-day jury trial. Interunity Management (Deutschland) GMBH, a vessel operating company, previously pleaded guilty for maintaining false and incomplete records relating to the discharge of oily bilge water.",https://www.justice.gov//opa/pr/chief-engineer-convicted-obstruction-justice-and-oil-record-book-offenses-operating-company,2023-06-12
United States Issues Advisory to Industry on Unmanned Aerial Vehicle Activity Connected to Iran,"The Departments of Justice, Commerce, State and Treasury today issued an advisory to alert the international community, private sector, and public to the threat posed by Iran’s procurement, development and proliferation of unmanned aerial vehicles (UAVs).",https://www.justice.gov//opa/pr/united-states-issues-advisory-industry-unmanned-aerial-vehicle-activity-connected-iran,2023-06-09
Russian Nationals Charged With Hacking One Cryptocurrency Exchange and Illicitly Operating Another,The Justice Department unsealed charges related to the 2011 hack of the cryptocurrency exchange Mt. Gox and the operation of the illicit cryptocurrency exchange BTC-e.,https://www.justice.gov//opa/pr/russian-nationals-charged-hacking-one-cryptocurrency-exchange-and-illicitly-operating-another,2023-06-09
Pharmacist Convicted for $1M Opioid Distribution Conspiracy,A federal jury in the Southern District of Texas convicted a Texas pharmacist today for conspiracy to unlawfully distribute and dispense opioids and maintaining a drug-involved premises.,https://www.justice.gov//opa/pr/pharmacist-convicted-1m-opioid-distribution-conspiracy,2023-06-09
U.S. Supreme Court Justice Sotomayor Addresses Latin American Judges at Justice Department’s Judicial Studies Institute,,https://www.justice.gov//opa/pr/us-supreme-court-justice-sotomayor-addresses-latin-american-judges-justice-department-s-1,2023-06-09
Man Sentenced for Sex Trafficking of Minors,A Pennsylvania man was sentenced today to 25 years in prison for trafficking four minors in Philadelphia.,https://www.justice.gov//opa/pr/man-sentenced-sex-trafficking-minors,2023-06-09
Justice Department Announces Improvements to Conditions in Erie County Holding Center and Erie County Correctional Facility,"The Justice Department announced today that it has joined with Erie County, New York, to request that the U.S. District Court for the Western District of New York terminate the consent decree regarding the Erie County Holding Center and the Erie County Correctional Facility. The county successfully achieved substantial compliance with the decree and maintained compliance for more than 18 months, as required by the decree. If the U.S. District Court grants the parties’ joint motion, it will end federal compliance monitoring and return oversight of the facilities back to the county.",https://www.justice.gov//opa/pr/justice-department-announces-improvements-conditions-erie-county-holding-center-and-erie,2023-06-09
Justice Department Secures Settlement with Domino’s Pizza Franchisee to Resolve Immigration-Related Discrimination Claims,"The Justice Department announced today that it has secured a settlement agreement with Maryland-based Treacy Enterprises Inc., which owns and operates several Domino’s Pizza franchises (Treacy Enterprises). The settlement resolves the department’s determination that Treacy Enterprises violated the Immigration and Nationality Act (INA) by requiring a non-U.S citizen worker to provide more documents than necessary to prove his permission to work, even though he had already shown sufficient documentation.",https://www.justice.gov//opa/pr/justice-department-secures-settlement-domino-s-pizza-franchisee-resolve-immigration-related,2023-06-08
Statement from Attorney General Merrick B. Garland on Supreme Court Decision in Allen v. Milligan,The Justice Department issued the following statement from Attorney General Merrick B. Garland on the Supreme Court’s decision in Allen v. Milligan:,https://www.justice.gov//opa/pr/statement-attorney-general-merrick-b-garland-supreme-court-decision-allen-v-milligan,2023-06-08
Foreign National Pleads Guilty to Role in Identity Fraud Scheme,A foreign national pleaded guilty today for his role in a scheme to sell identity documents belonging to U.S. citizens to undocumented noncitizens and others residing within the United States without lawful authority.,https://www.justice.gov//opa/pr/foreign-national-pleads-guilty-role-identity-fraud-scheme,2023-06-08
Chief Compliance Officer Convicted of $50M Medicare Fraud Scheme,A federal jury convicted a Florida man today for conspiracy to commit health care fraud and wire fraud.,https://www.justice.gov//opa/pr/chief-compliance-officer-convicted-50m-medicare-fraud-scheme,2023-06-08
Statement from Attorney General Merrick B. Garland in Honor of Pride Month,,https://www.justice.gov//opa/pr/statement-attorney-general-merrick-b-garland-honor-pride-month,2023-06-08
Justice Department Co-Hosts Second Meeting of the Counterterrorism Law Enforcement Forum in Norway,"The Department of Justice’s Office of Overseas Prosecutorial Development, Assistance and Training (OPDAT) and the U.S. Department of State’s Bureau of Counterterrorism (State CT) co-hosted the second annual meeting of the Counterterrorism Law Enforcement Forum (CTLEF) with the Government of Norway in Oslo from June 6 to 7.",https://www.justice.gov//opa/pr/justice-department-co-hosts-second-meeting-counterterrorism-law-enforcement-forum-norway,2023-06-07
Statement from Director Rachel Rossi of the Office for Access to Justice on the Adoption of the Equal Access to Justice Resolution at the United Nations Crime Commission,"The Office for Access to Justice today issued the following statement from Director Rachel Rossi following the adoption of the “Equal Access to Justice for All” resolution at the 32nd Session of United Nations Commission on Crime Prevention and Criminal Justice (CCPCJ) in Vienna, Austria:",https://www.justice.gov//opa/pr/statement-director-rachel-rossi-office-access-justice-adoption-equal-access-justice,2023-06-07
Former Texas Sheriff’s Office Sergeant Sentenced for Using Unlawful Force on an Inmate,"A former Van Zandt County, Texas Sheriff’s Office jail sergeant was sentenced today to 42 months in prison for violating a jail detainee’s civil rights by using excessive force against him.",https://www.justice.gov//opa/pr/former-texas-sheriff-s-office-sergeant-sentenced-using-unlawful-force-inmate,2023-06-07
Two Federal Bureau of Prisons Employees Charged with Violating the Civil Rights of an Inmate Resulting in His Death,"A federal grand jury indicted a Bureau of Prisons (BOP) lieutenant and a BOP registered nurse yesterday with violating the civil rights of an inmate by showing deliberate indifference to the inmate’s serious medical needs, resulting in his death.",https://www.justice.gov//opa/pr/two-federal-bureau-prisons-employees-charged-violating-civil-rights-inmate-resulting-his,2023-06-07
CEO of Dozens of Companies Pleads Guilty to Massive Scheme to Traffic in Fraudulent and Counterfeit Cisco Networking Equipment,A Florida resident and dual citizen of the United States and Turkey pleaded guilty yesterday in the District of New Jersey to running an extensive operation over many years to traffic in fraudulent and counterfeit Cisco networking equipment.,https://www.justice.gov//opa/pr/ceo-dozens-companies-pleads-guilty-massive-scheme-traffic-fraudulent-and-counterfeit-cisco,2023-06-06
Justice Department Announces Agreement in Environmental Justice Investigation of Illegal Dumping in the City of Houston,"The Justice Department announced today that it has secured a settlement agreement in its environmental justice investigation into the City of Houston’s response to illegal dumping in Black and Latino neighborhoods. The agreement builds upon the city’s recently announced One Clean Houston initiative, a comprehensive plan to address pervasive illegal dumping and its negative impacts on the health, safety and quality of life of Houston residents. Today’s agreement memorializes the city’s cooperation with the Justice Department as it implements these new steps to combat illegal dumping and",https://www.justice.gov//opa/pr/justice-department-announces-agreement-environmental-justice-investigation-illegal-dumping,2023-06-06
Pharmacist Sentenced for $1M Prescription Drug Fraud Scheme,A Virginia man was sentenced today to two years in prison for his role in a scheme to defraud Medicare of over $1 million in prescription drug benefits.,https://www.justice.gov//opa/pr/pharmacist-sentenced-1m-prescription-drug-fraud-scheme,2023-06-06
Jury Convicts Federal Correctional Officer for Sexual Abuse of Two Female Inmates,A federal jury convicted a federal correctional officer of five counts involving sexually abusive conduct against two female victims who were serving prison sentences. United States District Judge Yvonne Gonzalez Rogers presided over the trial.,https://www.justice.gov//opa/pr/jury-convicts-federal-correctional-officer-sexual-abuse-two-female-inmates,2023-06-06
New Jersey Man Found Guilty of Tax Evasion,A federal jury convicted a New Jersey man today of tax evasion and failing to file personal income tax returns.,https://www.justice.gov//opa/pr/new-jersey-man-found-guilty-tax-evasion,2023-06-06
Justice Department Honors Law Enforcement Officers in Sixth Annual Attorney General’s Award for Distinguished Service in Community Policing,"Attorney General Merrick B. Garland today announced the recipients of the Sixth Annual Attorney General’s Award for Distinguished Service in Community Policing, recognizing the exceptional work of 19 law enforcement officers and deputies from 15 jurisdictions across the country.",https://www.justice.gov//opa/pr/justice-department-honors-law-enforcement-officers-sixth-annual-attorney-general-s-award,2023-06-05
Readout of Assistant Attorney General Kristen Clarke’s Trip to Mississippi,"Assistant Attorney General Kristen Clarke of the Justice Department’s Civil Rights Division traveled to Lexington, Jackson, Indianola, and Clarksdale, Mississippi, on June 1 and June 2 to continue the division’s tour to engage with stakeholders in underserved communities and reaffirm the department’s commitment to protecting the civil rights of all Americans.",https://www.justice.gov//opa/pr/readout-assistant-attorney-general-kristen-clarke-s-trip-mississippi,2023-06-05
Canadian Company Pleads Guilty to Illegally Selling Harp Seal Oil in the United States,FeelGood Natural Health Stores Ltd. pleaded guilty today to one count of violating the Lacey Act by knowingly transporting and selling harp seal oil capsules in violation of the Marine Mammal Protection Act (MMPA).,https://www.justice.gov//opa/pr/canadian-company-pleads-guilty-illegally-selling-harp-seal-oil-united-states,2023-06-05
Man Sentenced for Sex Trafficking Minors in the Philippines,A Wisconsin man was sentenced today to 10 years in prison for sex trafficking multiple minors in the Philippines.,https://www.justice.gov//opa/pr/man-sentenced-sex-trafficking-minors-philippines,2023-06-02
Owner of Several Key West Hospitality Staffing Companies Sentenced for Tax and Immigration Crimes,A Florida man was sentenced yesterday to two years and eight months in prison for conspiring to defraud the United States and conspiring to harbor aliens and induce them to remain in the United States.,https://www.justice.gov//opa/pr/owner-several-key-west-hospitality-staffing-companies-sentenced-tax-and-immigration-crimes,2023-06-02
Four Additional Oath Keepers Sentenced for Seditious Conspiracy Related to U.S. Capitol Breach,"Four members of the Oath Keepers were sentenced this week on seditious conspiracy and other charges for crimes related to the breach of the U.S. Capitol on Jan. 6, 2021.",https://www.justice.gov//opa/pr/four-additional-oath-keepers-sentenced-seditious-conspiracy-related-us-capitol-breach,2023-06-02
Foreign National Charged for $1.8M Wire Fraud and Money Laundering Scheme,An indictment was unsealed today in the Central District of California charging a California businessman for allegedly soliciting investments under false pretenses and using investors’ funds to support his own lavish lifestyle.,https://www.justice.gov//opa/pr/foreign-national-charged-18m-wire-fraud-and-money-laundering-scheme,2023-06-01
Motel Manager Pleads Guilty to Coercing Labor and Sex Acts by Female Victim,"A hotel manager in Georgia pleaded guilty today to trafficking with respect to peonage, slavery, involuntary servitude or forced labor.",https://www.justice.gov//opa/pr/motel-manager-pleads-guilty-coercing-labor-and-sex-acts-female-victim,2023-06-01
Physician Sentenced for Stealing Approximately $250K from COVID-19 Relief Programs,"A Colorado physician was sentenced today to two and a half years in prison for fraudulently obtaining and misappropriating approximately $250,000 from two separate COVID-19 relief programs.",https://www.justice.gov//opa/pr/physician-sentenced-stealing-approximately-250k-covid-19-relief-programs,2023-06-01
Justice Department Secures Over $3 Million Redlining Settlement Involving ESSA Bank & Trust in Philadelphia,"The Justice Department announced today that ESSA Bank & Trust (ESSA) has agreed to pay over $3 million to resolve allegations that it engaged in a pattern or practice of lending discrimination by redlining majority-Black and Hispanic neighborhoods in and around Philadelphia. Redlining is an illegal practice in which lenders avoid providing credit services to individuals living in communities of color because of the race, color or national origin of the residents in those communities.",https://www.justice.gov//opa/pr/justice-department-secures-over-3-million-redlining-settlement-involving-essa-bank-trust,2023-05-31
Court Permanently Bars Five Defendants From Promoting Charitable Remainder Annuity Trust Tax Scheme,"On May 23, 2023, the U.S. District Court for the Western District of Missouri permanently barred Rhonda Eickhoff from organizing, promoting, selling, or marketing a tax scheme involving the use of charitable remainder annuity trusts (CRATs).",https://www.justice.gov//opa/pr/court-permanently-bars-five-defendants-promoting-charitable-remainder-annuity-trust-tax,2023-05-31
Former Texas Sheriff’s Office Chief Deputy Sentenced for Using Excessive Force,"A former Van Zandt County, Texas, Sheriff’s Office Chief Deputy was sentenced today to 44 months in prison for violating an arrestee’s civil rights by using excessive force against him.",https://www.justice.gov//opa/pr/former-texas-sheriff-s-office-chief-deputy-sentenced-using-excessive-force,2023-05-31
Two Nigerian Nationals Previously Extradited from the United Kingdom Plead Guilty to International Fraud Scheme that Defrauded Elderly U.S. Victims,Two Nigerian nationals who were extradited to the United States from the United Kingdom pleaded guilty to operating a transnational inheritance fraud scheme.,https://www.justice.gov//opa/pr/two-nigerian-nationals-previously-extradited-united-kingdom-plead-guilty-international-fraud,2023-05-31
"Detroit Medical Center, Vanguard Health Systems, and Tenet Healthcare Corporation Agree to Pay Over $29 Million to Settle False Claims Act Allegations","VHS of Michigan Inc., doing business as, The Detroit Medical Center Inc. (DMC), Vanguard Health Systems Inc. (Vanguard), and Tenet Healthcare Corporation (Tenet), has agreed to pay $29,744,065 to the government to resolve allegations that they violated the False Claims Act by providing kickbacks to certain referring physicians.",https://www.justice.gov//opa/pr/detroit-medical-center-vanguard-health-systems-and-tenet-healthcare-corporation-agree-pay,2023-05-31
Former New Mexico House of Representatives Candidate Charged for Shooting Spree,An indictment was unsealed today in the District of New Mexico charging a former candidate for the New Mexico House of Representatives for a shooting spree targeting the homes of four elected officials.,https://www.justice.gov//opa/pr/former-new-mexico-house-representatives-candidate-charged-shooting-spree,2023-05-31
United States Files Civil Action to Collect Unpaid Civil Penalties and Reclamation Fee Debts,"The Department of Justice today announced the filing of a civil action against James C. Justice III and 13 coal companies he owns or operates seeking to collect unpaid civil penalties previously assessed by the Department of the Interior (DOI) Office of Surface Mining Reclamation and Enforcement (OSMRE), as well as Abandoned Mine Land (AML) reclamation fee and audit debts.",https://www.justice.gov//opa/pr/united-states-files-civil-action-collect-unpaid-civil-penalties-and-reclamation-fee-debts,2023-05-31
"Kansas Man Indicted for Using Guns, Death Threats and Racial Slurs to Intimidate Black People",,https://www.justice.gov//opa/pr/kansas-man-indicted-using-guns-death-threats-and-racial-slurs-intimidate-black-people,2023-05-30
Justice Department Highlights Initiatives to Prevent and Address Gender-Based Violence,"This week, the Justice Department highlighted a series of initiatives aimed at preventing and addressing sexual violence, intimate partner violence, stalking, and other forms of gender-based violence (GBV). With its strong, longstanding commitment to upholding justice and pursuing equality for all, the Justice Department joins its partners across the federal government and communities nationwide to prioritize the safety of all survivors of GBV and lauds the White House’s recent release of the National Plan to End Gender-Based Violence: Strategies for Action.",https://www.justice.gov//opa/pr/justice-department-highlights-initiatives-prevent-and-address-gender-based-violence,2023-05-30
Bodybuilding Coach Arrested for Child Exploitation,"A bodybuilding coach was arrested today in Charlottesville, Virginia, for multiple child exploitation offenses.",https://www.justice.gov//opa/pr/bodybuilding-coach-arrested-child-exploitation,2023-05-30
Departments of Justice and Education Release Resource on Confronting Racial Discrimination in Student Discipline,"The Justice Department and the Department of Education jointly released a Resource on Confronting Racial Discrimination in Student Discipline. The departments recognize and appreciate school administrators, teachers and educational staff across the nation who work to administer student discipline fairly, and to provide a safe, positive, and nondiscriminatory educational environment for all students and a safe environment for teachers and other educators.",https://www.justice.gov//opa/pr/departments-justice-and-education-release-resource-confronting-racial-discrimination-student,2023-05-26
Two Utah Men Charged with Federal Hate Crime Offense,"Two Utah men were charged with a federal hate crime following the return of an indictment by a federal grand jury in Salt Lake City, Utah.",https://www.justice.gov//opa/pr/two-utah-men-charged-federal-hate-crime-offense,2023-05-26
Illegal Agents of the PRC Government Charged for PRC-Directed Bribery Scheme,"A federal court in the Southern District of New York today unsealed a complaint charging two individuals with acting and conspiring to act in the United States as unregistered agents of the People’s Republic of China (PRC), conspiring to bribe and bribing a public official, and conspiracy to commit money laundering.",https://www.justice.gov//opa/pr/illegal-agents-prc-government-charged-prc-directed-bribery-scheme,2023-05-26
Two Additional Oath Keepers Members Sentenced on Felony Charges Related to U.S. Capitol Breach,"Two members of the Oath Keepers were sentenced today on felony and misdemeanor charges for crimes related to the breach of the U.S. Capitol on Jan. 6, 2021.",https://www.justice.gov//opa/pr/two-additional-oath-keepers-members-sentenced-felony-charges-related-us-capitol-breach,2023-05-26
North Carolina Man Sentenced to Prison for Tax Evasion,,https://www.justice.gov//opa/pr/north-carolina-man-sentenced-prison-tax-evasion,2023-05-25
Michigan Vascular Surgeon Sentenced to 80 Months in Prison for Health Care Fraud Conviction and Agrees to Pay Up to $43.419 Million to Resolve False Claims Act Allegations,"Vasso Godiali, a vascular surgeon from Bay City, Michigan, was sentenced on May 3 to 80 months in prison for orchestrating a multimillion-dollar scheme to defraud health care programs by submitting claims for the placement of vascular stents and for thrombectomies that he did not perform and was ordered to pay $19.5 million in restitution collectively to Medicare, Medicaid, and Blue Cross/Blue Shield of Michigan (BCBSM). Additionally, Godiali agreed to pay the United States up to $43,419,000 to resolve related civil allegations that his fraudulent billings to federal health care programs",https://www.justice.gov//opa/pr/michigan-vascular-surgeon-sentenced-80-months-prison-health-care-fraud-conviction-and-agrees,2023-05-25
"Justice Department Announces 10 Additional Steps on the One-Year Anniversary of Executive Order 14074 on Advancing Effective, Accountable Policing and Criminal Justice Practices to Enhance Public Trust and Public Safety","To highlight the one-year anniversary of the May 25, 2022 Executive Order on Advancing Effective, Accountable Policing and Criminal Justice Practices to Enhance Public Trust and Public Safety, three years after the murder of George Floyd, the Justice Department today is releasing a series of 10 new reports and guidance documents as part of its ongoing efforts to implement the Executive Order.",https://www.justice.gov//opa/pr/justice-department-announces-10-additional-steps-one-year-anniversary-executive-order-14074,2023-05-25
Florida Mortgage Loan Officer Pleads Guilty to Tax Evasion,A Florida man pleaded guilty today to evading his federal income taxes.,https://www.justice.gov//opa/pr/florida-mortgage-loan-officer-pleads-guilty-tax-evasion,2023-05-25
Court Sentences Two Oath Keepers Leaders on Seditious Conspiracy and Other Charges Related to U.S. Capitol Breach,"Elmer Stewart Rhodes III, 58, of Granbury, Texas, the founder and leader of the Oath Keepers, and Kelly Meggs, 54, of Dunnellon, Florida, the leader of the Florida chapter of the organization, were sentenced today for seditious conspiracy and other charges related to the breach of the U.S. Capitol on Jan. 6, 2021.",https://www.justice.gov//opa/pr/court-sentences-two-oath-keepers-leaders-seditious-conspiracy-and-other-charges-related-us,2023-05-25
San Diego Restaurant Owners Charged with COVID-Relief Fraud and Money Laundering,"A federal grand jury in San Diego returned an indictment on May 19 charging a California man and woman with conspiracy to commit wire fraud, wire fraud, and money laundering.",https://www.justice.gov//opa/pr/san-diego-restaurant-owners-charged-covid-relief-fraud-and-money-laundering,2023-05-24
Owner of Two California Construction Firms Sentenced to Prison for Employment Tax Crimes,A California man was sentenced yesterday to 12 months in prison for willfully failing to account for and pay over employment taxes.,https://www.justice.gov//opa/pr/owner-two-california-construction-firms-sentenced-prison-employment-tax-crimes,2023-05-24
Departments of Justice and State Host First-of-its-Kind Regional Symposium on Women in Law Enforcement and Security in Asia,"Given the critical role that women play in the security sector, combating organized crime, terrorism, and violent extremism, the U.S. Department of Justice and U.S. Department of State joined forces the week of May 22 to 26, 2023, to host an Asia-Pacific Regional Symposium on Women in Law Enforcement in Denpasar, Indonesia. Increasing women’s participation in law enforcement bolsters operational effectiveness and expands police institutions’ ability to engage in local communities.",https://www.justice.gov//opa/pr/departments-justice-and-state-host-first-its-kind-regional-symposium-women-law-enforcement,2023-05-24
Justice Department Observes National Missing Children’s Day,,https://www.justice.gov//opa/pr/justice-department-observes-national-missing-children-s-day-4,2023-05-24
New Jersey Prison Corrections Officer Sentenced for Civil Rights Violation After Facilitating Assaults on Inmates,"A corrections officer at Bayside State Prison in Leesburg, New Jersey, was sentenced to 30 months in prison followed by three years of supervised release and required to pay a $10,000 fine for agreeing with others to physically assault inmates for actual, perceived and fabricated violations of the prison’s rules and customs in a manner that resulted in injury to the inmates.",https://www.justice.gov//opa/pr/new-jersey-prison-corrections-officer-sentenced-civil-rights-violation-after-facilitating,2023-05-24
Justice Department Secures Agreements with Ten Employers for Posting Discriminatory Job Advertisements on a College Recruiting Platform,The Justice Department announced today that it has secured another 10 settlements with companies that used a college recruiting platform to post job advertisements that unlawfully excluded non-U.S. citizens. These agreements add to the department’s recent settlements with 20 other companies resolving similar claims – 16 in June 2022 and another four in September 2022 –  and bring the total civil penalty amount for all 30 employers to over $1.6 million.,https://www.justice.gov//opa/pr/justice-department-secures-agreements-ten-employers-posting-discriminatory-job-advertisements,2023-05-23
Federal Correctional Officer Charged with Aggravated Sexual Abuse,"A federal correctional officer at the Federal Correctional Institution, Dublin (FCI Dublin) made his first appearance before the Northern District of California after a federal grand jury returned a 12-count indictment charging him for sexually abusing three female inmates in his custody.",https://www.justice.gov//opa/pr/federal-correctional-officer-charged-aggravated-sexual-abuse,2023-05-23
South Carolina Return Preparer Pleads Guilty to Tax Fraud,"A Columbia, South Carolina, return preparer and regional manager of multiple tax preparation business locations pleaded guilty today to conspiracy to defraud the United States by preparing and filing false tax returns.",https://www.justice.gov//opa/pr/south-carolina-return-preparer-pleads-guilty-tax-fraud,2023-05-23
"Village Home Care, CEO, and Two Doctors Pay $490,000 to Resolve False Claims Act Allegations for Paying and Receiving Kickbacks","Village Home Care, LLC (VHC), located in Ocala, Florida, has agreed to pay $225,000 to resolve allegations that it violated the False Claims Act (FCA) by paying kickbacks to two physicians in the form of sham medical director or sublease agreements in exchange for patient referrals.",https://www.justice.gov//opa/pr/village-home-care-ceo-and-two-doctors-pay-490000-resolve-false-claims-act-allegations-paying,2023-05-23
"New Jersey Man Sentenced To 12 Years in Prison for Receiving Military-Type Training From Hezbollah, Marriage Fraud and Making False Statements","The Justice Department today announced that Alexei Saab, aka Ali Hassan Saab, aka Alex Saab, aka Rachid, 46, was sentenced to 12 years in prison followed by three years of supervised release for receiving military-type training from Hezbollah, marriage fraud, and making false statements.",https://www.justice.gov//opa/pr/new-jersey-man-sentenced-12-years-prison-receiving-military-type-training-hezbollah-marriage,2023-05-23
