article_title,article_summary,article_url,date_published,cleaned_title_summary,label
David DePape Sentenced after Conviction on Assault and Attempted Kidnapping Charges,"David DePape, 44, of Richmond, California, was sentenced today to 360 months in prison and five years of supervised release, following his conviction on assault and attempted kidnapping charges in connection with his Oct. 28, 2022, intrusion into the home of Speaker Emerita Nancy Pelosi and her husband, Paul Pelosi.",https://www.justice.gov//opa/pr/david-depape-sentenced-after-conviction-assault-and-attempted-kidnapping-charges,2024-05-17,david depape sentence conviction assault attempt kidnapping charge david depape 44 richmond california sentence today 360 month prison year supervised release follow conviction assault attempt kidnapping charge connection oct 28 2022 intrusion home speaker emerita nancy pelosi husband paul pelosi,False
Two Foreign Nationals Arrested for Laundering At Least $73M Through Shell Companies Tied to Cryptocurrency Investment Scams,An indictment was unsealed in the Central District of California yesterday charging two Chinese nationals alleging they played leading roles in a scheme to launder proceeds from cryptocurrency investment scams.,https://www.justice.gov//opa/pr/two-foreign-nationals-arrested-laundering-least-73m-through-shell-companies-tied,2024-05-17,foreign national arrest laundering $ 73 m shell company tie cryptocurrency investment scam indictment unseal central district california yesterday charge chinese national allege play lead role scheme launder proceed cryptocurrency investment scam,True
Home Builder Pleads Guilty to Tax Conspiracy,A former Massachusetts home builder pleaded guilty to conspiring to defraud the United States and creating false documents to help one of his clients obtain a mortgage.,https://www.justice.gov//opa/pr/home-builder-pleads-guilty-tax-conspiracy,2024-05-17,home builder plead guilty tax conspiracy massachusetts home builder plead guilty conspire defraud united states create false document help client obtain mortgage,True
Former San Diego Sheriff’s Deputy Charged with Civil Rights Violation for Fatally Shooting Unarmed Man,"A federal grand jury in San Diego returned a two-count indictment charging former San Diego Sheriff’s Deputy Aaron Russell for fatally shooting Nicholas Bils on May 1, 2020.  Russell is charged with depriving Bils of his right to be free from officers using excessive force and with discharging a firearm in relation to a crime of violence.",https://www.justice.gov//opa/pr/former-san-diego-sheriffs-deputy-charged-civil-rights-violation-fatally-shooting-unarmed-man,2024-05-17,san diego sheriff deputy charge civil right violation fatally shoot unarmed man federal grand jury san diego return count indictment charge san diego sheriff deputy aaron russell fatally shoot nichola bil 1 2020 russell charge depriving bil right free officer excessive force discharge firearm relation crime violence,False
"Justice Department Announces Arrest, Premises Search, and Seizures of Multiple Website Domains to Disrupt Illicit Revenue Generation Efforts of Democratic People’s Republic of Korea",The Justice Department today announced a series of coordinated and court-authorized actions to disrupt the illicit revenue generation efforts of Democratic People’s Republic of Korea (DPRK) information technology (IT) workers.,https://www.justice.gov//opa/pr/justice-department-announces-arrest-premises-search-and-seizures-multiple-website-domains,2024-05-16,justice department announce arrest premise search seizure multiple website domain disrupt illicit revenue generation effort democratic people republic korea justice department today announce series coordinated court authorize action disrupt illicit revenue generation effort democratic people republic korea dprk information technology worker,False
Man Charged with Murder in Relation to Methamphetamine Trafficking,A California man made his initial appearance in the District of Hawaii today to face charges related to his role in the murder of another man in connection with drug trafficking.,https://www.justice.gov//opa/pr/man-charged-murder-relation-methamphetamine-trafficking,2024-05-16,man charge murder relation methamphetamine trafficking california man initial appearance district hawaii today face charge relate role murder man connection drug trafficking,False
"Charges and Seizures Brought in Fraud Scheme, Aimed at Denying Revenue for Workers Associated with North Korea","The Justice Department unsealed charges, seizures, and other court-authorized actions to disrupt the illicit revenue generation efforts of the Democratic People’s Republic of Korea (DPRK or North Korea).",https://www.justice.gov//opa/pr/charges-and-seizures-brought-fraud-scheme-aimed-denying-revenue-workers-associated-north,2024-05-16,charge seizure bring fraud scheme aim deny revenue worker associate north korea justice department unseal charge seizure court authorize action disrupt illicit revenue generation effort democratic people republic korea dprk north korea,True
Departments of Homeland Security and Justice to Announce “Recent Arrivals” Docket Process for More Efficient Immigration Hearings,"Secretary of Homeland Security Alejandro N. Mayorkas and Attorney General Merrick B. Garland today announced a new Recent Arrivals (RA) Docket process to more expeditiously resolve immigration cases of certain noncitizen single adults who attempt to cross irregularly between ports of entry at the Southwest border. This effort will allow Department of Homeland Security (DHS) and Justice Department to more swiftly impose consequences, including removal, on those without a legal basis to remain in the United States and to more swiftly grant immigration relief or protections to noncitizens with",https://www.justice.gov//opa/pr/departments-homeland-security-and-justice-announce-recent-arrivals-docket-process-more,2024-05-16,department homeland security justice announce recent arrival docket process efficient immigration hearing secretary homeland security alejandro n. mayorkas attorney general merrick b. garland today announce new recent arrival ra docket process expeditiously resolve immigration case certain noncitizen single adult attempt cross irregularly port entry southwest border effort allow department homeland security dhs justice department swiftly impose consequence include removal legal basis remain united states swiftly grant immigration relief protection noncitizen,False
Foreign National Sentenced for Cocaine Trafficking,A national of the Dominican Republic was sentenced yesterday to 15 years and four months in prison for his role in an international conspiracy to distribute 385 kilograms of cocaine for unlawful importation into the United States.,https://www.justice.gov//opa/pr/foreign-national-sentenced-cocaine-trafficking,2024-05-16,foreign national sentence cocaine trafficking national dominican republic sentence yesterday 15 year month prison role international conspiracy distribute 385 kilogram cocaine unlawful importation united states,False
Chairman of Multinational Investment Company and Company Consultant Convicted of Bribery Scheme at Retrial,"A federal jury in Charlotte, North Carolina, convicted the founder and chairman of a multinational investment company and a company consultant yesterday after a retrial for orchestrating a bribery scheme involving independent expenditure accounts and improper campaign contributions.",https://www.justice.gov//opa/pr/chairman-multinational-investment-company-and-company-consultant-convicted-bribery-scheme,2024-05-16,chairman multinational investment company company consultant convict bribery scheme retrial federal jury charlotte north carolina convict founder chairman multinational investment company company consultant yesterday retrial orchestrate bribery scheme involve independent expenditure account improper campaign contribution,True
Justice Department Submits Proposed Regulation to Reschedule Marijuana,The Justice Department today announced that the Attorney General has submitted to the Federal Register a notice of proposed rulemaking initiating a formal rulemaking process to consider moving marijuana from a schedule I to schedule III drug under the Controlled Substances Act (CSA).,https://www.justice.gov//opa/pr/justice-department-submits-proposed-regulation-reschedule-marijuana,2024-05-16,justice department submit propose regulation reschedule marijuana justice department today announce attorney general submit federal register notice propose rulemaking initiate formal rulemake process consider move marijuana schedule schedule iii drug control substance act csa,False
Cape Cod Hospital to Pay $24.3 Million to Resolve False Claims Act Allegations Concerning Its Failure to Comply with Medicare Rules for Cardiac Procedures,"Cape Cod Hospital, based in Hyannis, Massachusetts, has agreed to pay $24.3 million to resolve False Claims Act allegations that it knowingly submitted claims to Medicare for transcatheter aortic valve replacement (TAVR) procedures that failed to comply with Medicare rules specifying the way in which hospitals were required to evaluate patient suitability for the procedures.",https://www.justice.gov//opa/pr/cape-cod-hospital-pay-243-million-resolve-false-claims-act-allegations-concerning-its,2024-05-16,cape cod hospital pay $ 24.3 million resolve false claim act allegation concern failure comply medicare rule cardiac procedure cape cod hospital base hyannis massachusetts agree pay $ 24.3 million resolve false claim act allegation knowingly submit claim medicare transcatheter aortic valve replacement tavr procedure fail comply medicare rule specify way hospital require evaluate patient suitability procedure,False
"Justice Department Secures Agreement with Shelby County, Tennessee, District Attorney General to Cease Enforcement of State Law that Discriminates Against People with HIV","The Justice Department announced today that the Shelby County, Tennessee, District Attorney General (DA) has agreed to cease prosecution of individuals living with human immunodeficiency virus (HIV) under Tennessee’s aggravated prostitution law. The DA will also adopt reforms to correct discrimination against people living with HIV who were subjected to discriminatory and harsher penalties under the law.",https://www.justice.gov//opa/pr/justice-department-secures-agreement-shelby-county-tennessee-district-attorney-general-cease,2024-05-16,justice department secure agreement shelby county tennessee district attorney general cease enforcement state law discriminate people hiv justice department announce today shelby county tennessee district attorney general da agree cease prosecution individual live human immunodeficiency virus hiv tennessee aggravate prostitution law da adopt reform correct discrimination people live hiv subject discriminatory harsh penalty law,False
"Seven Sinaloa Cartel Members and Associates Sentenced to Prison for Trafficking Fentanyl, Methamphetamine, and Cocaine","Seven members and associates of the Sinaloa Cartel have been sentenced to prison for their role in a drug trafficking conspiracy involving fentanyl, methamphetamine, and cocaine. The defendants previously pleaded guilty in this matter.",https://www.justice.gov//opa/pr/seven-sinaloa-cartel-members-and-associates-sentenced-prison-trafficking-fentanyl,2024-05-16,seven sinaloa cartel member associate sentence prison traffic fentanyl methamphetamine cocaine seven member associate sinaloa cartel sentence prison role drug trafficking conspiracy involve fentanyl methamphetamine cocaine defendant previously plead guilty matter,False
Two Brothers Arrested for Attacking Ethereum Blockchain and Stealing $25M in Cryptocurrency,"An indictment was unsealed today charging Anton Peraire-Bueno, 24, of Boston, and James Pepaire-Bueno, 28, of New York, with conspiracy to commit wire fraud, wire fraud, and conspiracy to commit money laundering. The charges in the indictment arise from an alleged novel scheme by the defendants to exploit the very integrity of the Ethereum blockchain to fraudulently obtain approximately $25 million worth of cryptocurrency within approximately 12 seconds. Anton Peraire-Bueno and James Peraire-Bueno were arrested yesterday in Boston and New York, respectively, and will be presented this",https://www.justice.gov//opa/pr/two-brothers-arrested-attacking-ethereum-blockchain-and-stealing-25m-cryptocurrency,2024-05-15,brother arrest attack ethereum blockchain steal $ 25 m cryptocurrency indictment unseal today charge anton peraire bueno 24 boston james pepaire bueno 28 new york conspiracy commit wire fraud wire fraud conspiracy commit money laundering charge indictment arise allege novel scheme defendant exploit integrity ethereum blockchain fraudulently obtain approximately $ 25 million worth cryptocurrency approximately 12 second anton peraire bueno james peraire bueno arrest yesterday boston new york respectively present,True
Justice Department Secures Agreement with National Home Healthcare Company to Resolve Immigration-Related Discrimination Claims,"The Justice Department announced today that it secured a settlement agreement with Maxim Healthcare Services (Maxim), a home healthcare company based in Columbia, Maryland, with operations in 35 states. The agreement resolves the department’s determination that Maxim violated the Immigration and Nationality Act (INA) at its Gardena, California, office by discriminating against a non-U.S. citizen worker when it rejected her valid document showing her permission to work and requiring lawful permanent residents working for the company to prove their continued permission to work even though it was",https://www.justice.gov//opa/pr/justice-department-secures-agreement-national-home-healthcare-company-resolve-immigration,2024-05-15,justice department secure agreement national home healthcare company resolve immigration relate discrimination claim justice department announce today secure settlement agreement maxim healthcare service maxim home healthcare company base columbia maryland operation 35 state agreement resolve department determination maxim violate immigration nationality act ina gardena california office discriminate non u.s citizen worker reject valid document show permission work require lawful permanent resident work company prove continue permission work,True
Two Brothers Arrested for Attacking Ethereum Blockchain and Stealing $25M in Cryptocurrency,"An indictment was unsealed today charging Anton Peraire-Bueno, 24, of Boston, and James Pepaire-Bueno, 28, of New York, with conspiracy to commit wire fraud, wire fraud, and conspiracy to commit money laundering. The charges in the indictment arise from an alleged novel scheme by the defendants to exploit the very integrity of the Ethereum blockchain to fraudulently obtain approximately $25 million worth of cryptocurrency within approximately 12 seconds. Anton Peraire-Bueno and James Peraire-Bueno were arrested yesterday in Boston and New York, respectively, and will be presented this",https://www.justice.gov//opa/pr/two-brothers-arrested-attacking-ethereum-blockchain-and-stealing-25m-cryptocurrency,2024-05-15,brother arrest attack ethereum blockchain steal $ 25 m cryptocurrency indictment unseal today charge anton peraire bueno 24 boston james pepaire bueno 28 new york conspiracy commit wire fraud wire fraud conspiracy commit money laundering charge indictment arise allege novel scheme defendant exploit integrity ethereum blockchain fraudulently obtain approximately $ 25 million worth cryptocurrency approximately 12 second anton peraire bueno james peraire bueno arrest yesterday boston new york respectively present,True
Justice Department Announces Civil Rights Investigation into Conditions at Kentucky Youth Detention Centers,The Justice Department announced today that it has opened a statewide investigation into the conditions at eight youth detention centers and one youth development center run by the Kentucky Department of Juvenile Justice.,https://www.justice.gov//opa/pr/justice-department-announces-civil-rights-investigation-conditions-kentucky-youth-detention,2024-05-15,justice department announce civil right investigation condition kentucky youth detention center justice department announce today open statewide investigation condition youth detention center youth development center run kentucky department juvenile justice,True
Justice Department Secures Agreement with National Home Healthcare Company to Resolve Immigration-Related Discrimination Claims,"The Justice Department announced today that it secured a settlement agreement with Maxim Healthcare Services (Maxim), a home healthcare company based in Columbia, Maryland, with operations in 35 states. The agreement resolves the department’s determination that Maxim violated the Immigration and Nationality Act (INA) at its Gardena, California, office by discriminating against a non-U.S. citizen worker when it rejected her valid document showing her permission to work and requiring lawful permanent residents working for the company to prove their continued permission to work even though it was",https://www.justice.gov//opa/pr/justice-department-secures-agreement-national-home-healthcare-company-resolve-immigration,2024-05-15,justice department secure agreement national home healthcare company resolve immigration relate discrimination claim justice department announce today secure settlement agreement maxim healthcare service maxim home healthcare company base columbia maryland operation 35 state agreement resolve department determination maxim violate immigration nationality act ina gardena california office discriminate non u.s citizen worker reject valid document show permission work require lawful permanent resident work company prove continue permission work,True
Justice Department Finds Nebraska Violates Federal Civil Rights Laws by Unnecessarily Institutionalizing People with Serious Mental Illness,"The Justice Department announced today that it found that Nebraska is unnecessarily segregating people with serious mental illness (SMI) in assisted living facilities and day program facilities, in violation of the Americans with Disabilities Act (ADA) and the U.S. Supreme Court’s decision in Olmstead v. L.C. The department found that Nebraska is restricting access to critical community-based services that people with SMI need to live and work in the community.",https://www.justice.gov//opa/pr/justice-department-finds-nebraska-violates-federal-civil-rights-laws-unnecessarily,2024-05-14,justice department find nebraska violate federal civil right law unnecessarily institutionalize people mental illness justice department announce today find nebraska unnecessarily segregate people mental illness smi assisted living facility day program facility violation americans disability act ada u.s supreme court decision olmstead v. l.c department find nebraska restrict access critical community base service people smi need live work community,False
Maryland Woman Pleads Guilty to Conspiring to Destroy the Baltimore Region Power Grid,"Sarah Beth Clendaniel, 36, of Catonsville, Maryland, pleaded guilty today to conspiring to damage or destroy electrical facilities in Maryland.",https://www.justice.gov//opa/pr/maryland-woman-pleads-guilty-conspiring-destroy-baltimore-region-power-grid,2024-05-14,maryland woman plead guilty conspire destroy baltimore region power grid sarah beth clendaniel 36 catonsville maryland plead guilty today conspire damage destroy electrical facility maryland,False
Sports Equipment Sales Professional Pleads Guilty to Long-Running Bid Rigging Schemes and Conspiracy to Defraud Public Schools,A former sales employee of a manufacturer and distributor of football helmets and other sports equipment pleaded guilty today for his role in three separate conspiracies — two conspiracies to rig bids in violation of the Sherman Act and one conspiracy to commit wire fraud — all related to sports equipment for schools located in Mississippi and elsewhere. At least 100 schools throughout Mississippi and elsewhere were victims of these conspiracies.,https://www.justice.gov//opa/pr/sports-equipment-sales-professional-pleads-guilty-long-running-bid-rigging-schemes-and,2024-05-13,sport equipment sale professional plead guilty long run bid rigging scheme conspiracy defraud public school sale employee manufacturer distributor football helmet sport equipment plead guilty today role separate conspiracy conspiracy rig bid violation sherman act conspiracy commit wire fraud relate sport equipment school locate mississippi 100 school mississippi victim conspiracy,True
Kabbage Inc. Agrees to Resolve Allegations That the Company Defrauded the Paycheck Protection Program,"The Justice Department announced today that now-bankrupt financial technology company Kabbage Inc., doing business as KServicing, has agreed to resolve allegations that it violated the False Claims Act (FCA) by knowingly submitting thousands of false claims for loan forgiveness, loan guarantees, and processing fees to the U.S. Small Business Administration (SBA) in connection with its participation in the Paycheck Protection Program (PPP). Kabbage is now winding down its operations as KServicing Wind Down Corp. after filing for Chapter 11 bankruptcy in the District of Delaware in October 2022",https://www.justice.gov//opa/pr/kabbage-inc-agrees-resolve-allegations-company-defrauded-paycheck-protection-program,2024-05-13,kabbage inc agree resolve allegation company defraud paycheck protection program justice department announce today bankrupt financial technology company kabbage inc business kservicing agree resolve allegation violate false claim act fca knowingly submit thousand false claim loan forgiveness loan guarantee process fee u.s small business administration sba connection participation paycheck protection program ppp kabbage wind operation kservice wind corp file chapter 11 bankruptcy district delaware october 2022,True
Ohio Man Sentenced for Disabling Emissions Controls on Diesel Trucks,"A Hamilton County, Ohio, man was sentenced to prison for violating the Clean Air Act through an aftermarket scheme to disable the emissions control systems of diesel trucks.",https://www.justice.gov//opa/pr/ohio-man-sentenced-disabling-emissions-controls-diesel-trucks,2024-05-13,ohio man sentence disable emission control diesel truck hamilton county ohio man sentence prison violate clean air act aftermarket scheme disable emission control system diesel truck,True
Justice Department Moves to Intervene as Plaintiff-Intervenor in Muscogee (Creek) Nation’s Lawsuit Against Tulsa Alleging the City Has Unlawfully Asserted Criminal Jurisdiction Against Tribal Members,"The Justice Department, on behalf of the Department of the Interior, filed a motion to intervene in the Muscogee (Creek) Nation’s lawsuit against the City of Tulsa, Oklahoma, and its mayor, chief of police and city attorney in the U.S. District Court for the Northern District of Oklahoma. The Justice Department also filed a proposed complaint against Tulsa, alleging that it has unlawfully asserted criminal jurisdiction against tribal members within the Muscogee (Creek) Reservation.",https://www.justice.gov//opa/pr/justice-department-moves-intervene-plaintiff-intervenor-muscogee-creek-nations-lawsuit,2024-05-13,justice department move intervene plaintiff intervenor muscogee creek nation lawsuit tulsa allege city unlawfully assert criminal jurisdiction tribal member justice department behalf department interior file motion intervene muscogee creek nation lawsuit city tulsa oklahoma mayor chief police city attorney u.s district court northern district oklahoma justice department file propose complaint tulsa allege unlawfully assert criminal jurisdiction tribal member muscogee creek reservation,False
Justice Department and City of Albuquerque Seek Partial Termination of Consent Decree for Albuquerque Police Department After Consistent Policing Reform Progress,"The Justice Department and the City of Albuquerque, New Mexico, filed a joint motion today seeking court approval to terminate certain portions of the consent decree covering the Albuquerque Police Department (APD). The joint motion comes on the heels of the independent monitor’s 19th report, also filed today, which concluded that the city and APD have reached full compliance with 96% of the consent decree’s terms, the highest level of compliance APD has achieved to date.",https://www.justice.gov//opa/pr/justice-department-and-city-albuquerque-seek-partial-termination-consent-decree-albuquerque,2024-05-13,justice department city albuquerque seek partial termination consent decree albuquerque police department consistent policing reform progress justice department city albuquerque new mexico file joint motion today seek court approval terminate certain portion consent decree cover albuquerque police department apd joint motion come heel independent monitor 19th report file today conclude city apd reach compliance 96 consent decree term high level compliance apd achieve date,False
Ohio Man Pleads Guilty to Creating and Distributing Videos Depicting Monkey Torture and Mutilation,A plea agreement was unsealed in which an Ohio man pleaded guilty to creating and distributing videos depicting acts of extreme violence and sexual abuse against monkeys.,https://www.justice.gov//opa/pr/ohio-man-pleads-guilty-creating-and-distributing-videos-depicting-monkey-torture-and,2024-05-13,ohio man plead guilty create distribute video depict monkey torture mutilation plea agreement unseal ohio man plead guilty create distribute video depict act extreme violence sexual abuse monkey,False
Justice Department to Monitor Compliance with Federal Voting Rights Laws in Maryland,"The Justice Department announced today that it will monitor elections on May 14 in Prince George’s County, Maryland, to ensure compliance with federal voting rights laws.",https://www.justice.gov//opa/pr/justice-department-monitor-compliance-federal-voting-rights-laws-maryland,2024-05-13,justice department monitor compliance federal voting right law maryland justice department announce today monitor election 14 prince george county maryland ensure compliance federal voting right law,False
"U.S. Law Enforcement Takes Action Against More Than 3,000 Money Mules in Initiative to Disrupt Transnational Fraud Schemes","The Justice Department, FBI, U.S. Postal Inspection Service (USPIS), and other federal law enforcement agencies announced today the completion of the Money Mule Initiative, an annual campaign to identify, disrupt, and criminally prosecute networks of individuals who transmit funds from fraud victims to international fraudsters. Fraudsters rely on money mules to facilitate a range of fraud schemes, including those that predominantly impact older Americans, such as lottery fraud, romance scams and grandparent scams as well as those that target businesses or government pandemic funds.",https://www.justice.gov//opa/pr/us-law-enforcement-takes-action-against-more-3000-money-mules-initiative-disrupt,2024-05-10,"u.s law enforcement take action 3,000 money mule initiative disrupt transnational fraud scheme justice department fbi u.s postal inspection service uspis federal law enforcement agency announce today completion money mule initiative annual campaign identify disrupt criminally prosecute network individual transmit fund fraud victim international fraudster fraudster rely money mule facilitate range fraud scheme include predominantly impact old americans lottery fraud romance scam grandparent scam target business government pandemic fund",True
Mexico Extradites Cartel’s Precursor Chemical Broker to United States to Face Trial for Controlled Substances Manufacturing and Distribution Conspiracy,"A Mexican national who allegedly supplied the Cártel de Jalisco Nueva Generación (CJNG or Jalisco Cartel) with precursor chemicals used to manufacture controlled substances was extradited today from Mexico to Washington, D.C., to face trial.",https://www.justice.gov//opa/pr/mexico-extradites-cartels-precursor-chemical-broker-united-states-face-trial-controlled,2024-05-10,mexico extradite cartel precursor chemical broker united states face trial control substance manufacturing distribution conspiracy mexican national allegedly supply cártel de jalisco nueva generación cjng jalisco cartel precursor chemical manufacture control substance extradite today mexico washington d.c face trial,False
Dentist Sentenced for Unlawfully Distributing Opioids That Caused Patient’s Death,"A Kentucky dentist was sentenced today to 20 years in prison for his unlawful prescribing of opioids, including morphine that caused the death of one of his patients.",https://www.justice.gov//opa/pr/dentist-sentenced-unlawfully-distributing-opioids-caused-patients-death,2024-05-10,dentist sentence unlawfully distribute opioid cause patient death kentucky dentist sentence today 20 year prison unlawful prescribing opioid include morphine cause death patient,False
CEO Convicted for $28M Long-Running Investment Fraud Scheme,"A federal jury convicted a Hawaii man yesterday for his role in a more than a decade-long scheme to defraud investors of Semisub Inc. and Semisub LLC (collectively, “Semisub”) of over $28 million.",https://www.justice.gov//opa/pr/ceo-convicted-28m-long-running-investment-fraud-scheme,2024-05-10,ceo convict $ 28 m long run investment fraud scheme federal jury convict hawaii man yesterday role decade long scheme defraud investor semisub inc semisub llc collectively semisub $ 28 million,True
Doctor Convicted of $6.3M Medicare Fraud Scheme,A federal jury convicted a Michigan doctor today for causing the submission of over $6.3 million in fraudulent claims to Medicare for medically unnecessary orthotic braces ordered through a telemarketing scheme.,https://www.justice.gov//opa/pr/doctor-convicted-63m-medicare-fraud-scheme,2024-05-10,doctor convict $ 6.3 m medicare fraud scheme federal jury convict michigan doctor today cause submission $ 6.3 million fraudulent claim medicare medically unnecessary orthotic brace order telemarketing scheme,True
Justice Department Secures Agreement with Climate Nonprofit to Resolve Claims of Employment Discrimination,"The Justice Department announced today that it secured a settlement agreement with Second Nature, a non-profit organization based in Massachusetts. The agreement resolves the department’s determination that Second Nature violated the Immigration and Nationality Act (INA) by posting discriminatory job advertisements that deterred non-U.S. citizens from applying for open positions.",https://www.justice.gov//opa/pr/justice-department-secures-agreement-climate-nonprofit-resolve-claims-employment,2024-05-09,justice department secure agreement climate nonprofit resolve claim employment discrimination justice department announce today secure settlement agreement second nature non profit organization base massachusetts agreement resolve department determination second nature violate immigration nationality act ina post discriminatory job advertisement deter non u.s citizen apply open position,False
Assistant Attorney General Jonathan Kanter Announces Task Force on Health Care Monopolies and Collusion,"The Justice Department today announced the formation of the Antitrust Division’s Task Force on Health Care Monopolies and Collusion (HCMC). The HCMC will guide the division’s enforcement strategy and policy approach in health care, including by facilitating policy advocacy, investigations and, where warranted, civil and criminal enforcement in health care markets.",https://www.justice.gov//opa/pr/assistant-attorney-general-jonathan-kanter-announces-task-force-health-care-monopolies-and,2024-05-09,assistant attorney general jonathan kanter announce task force health care monopoly collusion justice department today announce formation antitrust division task force health care monopoly collusion hcmc hcmc guide division enforcement strategy policy approach health care include facilitate policy advocacy investigation warrant civil criminal enforcement health care market,False
"Justice Department Secures Agreement with Cobb County, Georgia, to Resolve Allegations of Race Discrimination in Firefighter Hiring Process","The Justice Department has secured an agreement with Cobb County, Georgia, resolving the United States’ claim that the County violated Title VII of the Civil Rights Act (Title VII) by using credit checks and a written exam that discriminated against African American firefighter candidates based on race. Cobb County has stopped using the challenged hiring practices and will pay $750,000 in back pay to applicants disqualified by those practices. The County will also hire up to 16 of those applicants with retroactive seniority.",https://www.justice.gov//opa/pr/justice-department-secures-agreement-cobb-county-georgia-resolve-allegations-race,2024-05-09,"justice department secure agreement cobb county georgia resolve allegation race discrimination firefighter hiring process justice department secure agreement cobb county georgia resolve united states claim county violate title vii civil right act title vii credit check write exam discriminate african american firefighter candidate base race cobb county stop challenge hiring practice pay $ 750,000 pay applicant disqualify practice county hire 16 applicant retroactive seniority",False
Man Who Carried Out Machete Attack on NYPD Officers in Times Square on New Year’s Eve 2022 Sentenced to 27 Years in Prison,"Trevor Bickford, 20, of Wells, Maine, was sentenced to 324 months in prison for attempting to kill officers and employees of the U.S. Government and persons assisting them during his brazen attack using a machete-style knife against three New York City Police Department (NYPD) officers in Times Square on Dec. 31, 2022.",https://www.justice.gov//opa/pr/man-who-carried-out-machete-attack-nypd-officers-times-square-new-years-eve-2022-sentenced,2024-05-09,man carry machete attack nypd officer times square new year eve 2022 sentence 27 year prison trevor bickford 20 wells maine sentence 324 month prison attempt kill officer employee u.s government person assist brazen attack machete style knife new york city police department nypd officer time square dec 31 2022,False
Former Federal Correctional Officer Indicted for Sexual Acts with an Inmate,An indictment was unsealed today charging a former correctional officer at the Federal Correctional Institution (FCI) Tallahassee with sexual acts with an inmate in federal custody.,https://www.justice.gov//opa/pr/former-federal-correctional-officer-indicted-sexual-acts-inmate,2024-05-09,federal correctional officer indict sexual act inmate indictment unseal today charge correctional officer federal correctional institution fci tallahassee sexual act inmate federal custody,False
Justice Department Files Lawsuit Against the State of Iowa Regarding Unconstitutional State Immigration Law,"The Justice Department today filed suit against the State of Iowa to challenge Senate File 2340 (SF 2340) under the U.S. Constitution’s Supremacy Clause and Foreign Commerce Clause. The Constitution assigns the federal government to regulate immigration and manage our international borders. Pursuant to this authority, Congress has established a comprehensive immigration framework governing the entry of noncitizens into the U.S. and the removal of noncitizens from the country. Because SF 2340 is preempted by federal law and violates the United States Constitution, the Justice Department seeks a",https://www.justice.gov//opa/pr/justice-department-files-lawsuit-against-state-iowa-regarding-unconstitutional-state,2024-05-09,justice department file lawsuit state iowa unconstitutional state immigration law justice department today file suit state iowa challenge senate file 2340 sf 2340 u.s constitution supremacy clause foreign commerce clause constitution assign federal government regulate immigration manage international border pursuant authority congress establish comprehensive immigration framework govern entry noncitizen u.s removal noncitizen country sf 2340 preempt federal law violate united states constitution justice department seek,False
Readout of Deputy Attorney General Lisa Monaco’s Trip to California and Participation in the 2024 RSA Cybersecurity Conference,"Deputy Attorney General (AG) Lisa Monaco traveled to San Francisco this week to participate in the 2024 RSA Cybersecurity Conference and underscore the Justice Department’s efforts to combat cybercrime and other persistent and emerging threats to national security, including the abuse of disruptive technologies, particularly AI.",https://www.justice.gov//opa/pr/readout-deputy-attorney-general-lisa-monacos-trip-california-and-participation-2024-rsa,2024-05-09,readout deputy attorney general lisa monaco trip california participation 2024 rsa cybersecurity conference deputy attorney general ag lisa monaco travel san francisco week participate 2024 rsa cybersecurity conference underscore justice department effort combat cybercrime persistent emerge threat national security include abuse disruptive technology particularly ai,True
Seven Members and Associates of Large-Scale Gas Pump Skimming Device Organization Charged with Racketeering and Money Laundering Conspiracies,An indictment was unsealed today in the Eastern District of Virginia charging seven men with racketeer influenced and corrupt organizations (RICO) conspiracy and money laundering conspiracy in connection with their alleged participation in a large-scale gas pump skimming device organization.,https://www.justice.gov//opa/pr/seven-members-and-associates-large-scale-gas-pump-skimming-device-organization-charged,2024-05-08,seven member associate large scale gas pump skim device organization charge racketeering money laundering conspiracy indictment unseal today eastern district virginia charge seven man racketeer influence corrupt organization rico conspiracy money laundering conspiracy connection allege participation large scale gas pump skim device organization,True
"Defense Contractor Pleads Guilty to Fraud, Money Laundering and Unlawful Export of Military Data","Yuksel Senbol, 36, of Orlando, pleaded guilty to 25 felony counts in Florida federal court, including conspiracy to defraud the United States, conspiracy to commit wire fraud, eight counts of wire fraud, conspiracy to commit money laundering, seven counts of money laundering, conspiracy to violate the Export Control Reform Act (ECRA), four counts of violating the ECRA, and one count of violating the Arms Export Control Act.",https://www.justice.gov//opa/pr/defense-contractor-pleads-guilty-fraud-money-laundering-and-unlawful-export-military-data,2024-05-08,defense contractor plead guilty fraud money laundering unlawful export military datum yuksel senbol 36 orlando plead guilty 25 felony count florida federal court include conspiracy defraud united states conspiracy commit wire fraud count wire fraud conspiracy commit money laundering seven count money laundering conspiracy violate export control reform act ecra count violate ecra count violate arm export control act,True
Justice Department Secures Relief from Hyundai Capital America to Compensate Servicemembers Whose Federal Civil Rights Were Violated,"The Justice Department announced today that Hyundai Capital America has agreed to pay $333,941 to resolve allegations that it violated the Servicemembers Civil Relief Act (SCRA) by illegally repossessing 26 vehicles owned by servicemembers.",https://www.justice.gov//opa/pr/justice-department-secures-relief-hyundai-capital-america-compensate-servicemembers-whose,2024-05-08,"justice department secure relief hyundai capital america compensate servicemember federal civil right violate justice department announce today hyundai capital america agree pay $ 333,941 resolve allegation violate servicemember civil relief act scra illegally repossess 26 vehicle own servicemember",False
